Age,Gender,City,Position,Total years of experience,Seniority level,Your main technology,Yearly brutto salary in EUR,Main language at work,Company size,Company type
26,Male,Munich,Software Engineer,5,Senior,Javascript / Typescript,62000,English,51-100,Product
32,Male,Berlin,DevOps,5,Senior,AWS,62000,English,Nov-50,Startup
24,Male,Berlin,Frontend Developer,5,Senior,Javascript / Typescript,62000,English,1000+,Product
31,Male,Wolfsburg,Backend Developer,5,Senior,Kotlin,62000,English,101-1000,Consulting
25,Male,Berlin,Software Engineer,5,Senior,Javascript / Typescript,62000,German,1000+,Product
31,Male,Berlin,Backend Developer,5,Middle,Java,62000,English,101-1000,Startup
33,Male,Berlin,Data Scientist,5,Lead,Python,62000,English,1000+,Product
28,Male,Berlin,Backend Developer,5,Senior,Kotlin,62000,English,101-1000,Startup
29,Male,Berlin,Software Engineer,5,Senior,Go,62000,English,101-1000,Product
28,Male,Munich,Backend Developer,5,Senior,Kotlin,62000,English,101-1000,Product
34,Male,Munich,Frontend Developer,5,Senior,,62000,English,Nov-50,Product
30,Male,Berlin,Backend Developer,5,Middle,Java,62000,English,1000+,Product
27,Male,Berlin,Software Engineer,5,Senior,Scala,62000,English,1000+,Startup
43,Male,Berlin,Mobile Developer,5,Senior,Kotlin,62000,English,1000+,Product
33,Male,Berlin,Software Engineer,5,Middle,Python,62000,English,101-1000,Product
30,Male,Munich,Hardware Engineer,5,Senior,VHDL,62000,English,101-1000,Product
33,Male,Munich,QA Engineer,5,Senior,Java,62000,English,1000+,Product
27,Male,Munich,QA Engineer,5,Senior,Swift,62000,English,1000+,Product
24,Male,Munich,Software Engineer,5,Middle,C++,62000,English,1000+,Product
28,Male,Munich,Mobile Developer,5,Senior,iOS,62000,English,1000+,Product
25,Male,Munich,Backend Developer,5,Senior,Java,62000,English,101-1000,Product
36,Female,Munich,Backend Developer,5,Middle,PHP,62000,English,101-1000,Product
28,Male,Berlin,Mobile Developer,5,Lead,Swift,61800,English,Nov-50,Consulting
33,Male,Berlin,Backend Developer,5,Middle,Java,61800,English,101-1000,Product
30,Female,Berlin,QA Engineer,5,Middle,Python,61500,German,101-1000,Product
26,Male,Berlin,Software Engineer,5,Middle,Scala,61500,English,101-1000,Product
27,Male,Berlin,Backend Developer,5,Middle,Java,61200,English,1000+,Product
34,Male,Berlin,Data Scientist,5,Middle,Python,61000,English,101-1000,Product
27,Male,Berlin,Backend Developer,5,Middle,Java,61000,English,1000+,Product
39,Male,Munich,Business Intelligence,5,Middle,Qlik BI Tool,61000,German,1000+,Product
43,Male,Berlin,Backend Developer,5,Middle,Java,61000,English,101-1000,Product
29,Male,Munich,Frontend Developer,5,Middle,Javascript / Typescript,61000,English,101-1000,Product
29,Female,Munich,Software Engineer,5,Middle,Javascript / Typescript,61000,English,101-1000,Product
29,Male,Bonn,Mobile Developer,5,Middle,Objective-C,60600,English,Nov-50,Product
28,Male,Munich,Software Engineer,5,Senior,C++,60500,English,up to 10,Startup
27,Male,Munich,Software Engineer,5,Senior,Javascript / Typescript,60350,English,1000+,Product
27,Male,Munich,Software Engineer,5,Senior,Javascript / Typescript,60000,English,51-100,Product
28,Male,Stuttgart,Backend Developer,5,Middle,Java,60000,German,101-1000,Product
32,Male,Berlin,Backend Developer,5,Middle,Ruby,60000,English,Nov-50,Product
25,Male,Berlin,Backend Developer,5,Middle,Java,60000,English,1000+,Startup
30,Male,Moscow,Software Engineer,5,Middle,C,60000,Russian,101-1000,Product
27,Male,Berlin,Tech Lead / Full-Stack,5,Lead,Javascript / Typescript,60000,English,Nov-50,Startup
29,Male,Berlin,Software Engineer,5,Middle,PHP,60000,English,Nov-50,Product
23,Male,Stockholm,Frontend Developer,5,Senior,Javascript / Typescript,60000,English,up to 10,Consulting
28,Male,Kyiv,Mobile Developer,5,Senior,Swift,60000,English,Nov-50,Product
27,Male,Frankfurt,Software Engineer,5,Middle,C#,60000,English,up to 10,Consulting
23,Male,Berlin,Software Engineer,5,Middle,Python,60000,English,101-1000,Product
26,Male,Berlin,Data Scientist,5,Middle,Python,60000,English,101-1000,Startup
29,Male,Berlin,Data Engineer,5,Middle,Python,60000,English,1000+,Startup
26,Male,Berlin,Software Engineer,5,Middle,Swift,60000,English,1000+,Product
28,Male,Berlin,Data Engineer,5,Middle,Scala,60000,English,101-1000,Product
36,Male,Berlin,Data Scientist,5,Middle,Python,60000,English,101-1000,Startup
28,Male,Munich,Software Engineer,5,Middle,Java,60000,English,Nov-50,Startup
34,Male,Munich,QA Engineer,5,Senior,Java,60000,English,1000+,Product
31,Male,Berlin,Data Scientist,5,Middle,Python,60000,English,101-1000,Product
25,Male,Berlin,Software Engineer,5,Senior,NodeJS,60000,English,up to 10,Consulting
30,Female,Berlin,QA Engineer,5,Middle,TS,60000,English,Nov-50,Product
29,Male,Berlin,Backend Developer,5,Senior,Java,60000,English,1000+,Product
36,Female,Berlin,Data Scientist,5,Senior,Python,60000,English,51-100,Startup
28,Male,Berlin,QA Engineer,5,Middle,QA,60000,English,101-1000,Product
31,Male,Berlin,Product Manager,5,Lead,Python,60000,English,51-100,Startup
27,Female,Berlin,Backend Developer,5,Middle,Kotlin,60000,English,51-100,Product
29,Male,Berlin,Mobile Developer,5,Senior,iOS,60000,English,101-1000,Product
26,Female,Düsseldorf,BI Consultant,5,Middle,ABAP,60000,German,up to 10,Startup
28,Male,Munich,Frontend Developer,5,Middle,Javascript,60000,German,Nov-50,Product
38,Male,Berlin,Backend Developer,5,Middle,Java,60000,English,101-1000,Product
42,Female,Berlin,QA Engineer,5,Middle,Java,60000,English,51-100,Product
29,Female,Berlin,Software Engineer,5,Middle,PHP,60000,English,Nov-50,Startup
20,Male,Berlin,Mobile Developer,5,Lead,C#,60000,English,1000+,Product
27,Male,Berlin,Data Scientist,5,Middle,Python,60000,English,51-100,Product
30,Male,Hannover,Software Engineer,5,Middle,Python,60000,English,up to 10,Startup
30,Male,Hamburg,Data Scientist,5,Head,Python,60000,English,Nov-50,Startup
26,Male,Munich,ML Engineer,5,Senior,Spark,60000,German,up to 10,Consulting
28,Male,Frankfurt,Mobile Developer,5,Senior,Swift,60000,English,Nov-50,Consulting
30,Female,Berlin,ML Engineer,5,Middle,Python,60000,English,Nov-50,Startup
35,Male,Berlin,Data Analyst,5,Middle,R,60000,English,101-1000,Product
36,Male,Berlin,Backend Developer,5,Senior,Java,60000,English,101-1000,Startup
31,Male,Berlin,Backend Developer,5,Senior,Python,60000,English,1000+,Product
33,Male,Berlin,Product Manager,5,Middle,PM tools,60000,English,1000+,Product
27,Male,Berlin,QA Engineer,5,Middle,Java,60000,English,101-1000,Product
36,Male,Berlin,Software Engineer,5,Middle,Javascript,60000,English,101-1000,Startup
26,Male,Berlin,Software Engineer,5,Middle,Python,60000,English,101-1000,Product
36,Male,Zurich,Data Scientist,5,Senior,Python,60000,English,Nov-50,Product
30,Male,Barcelona,Data Scientist,5,Senior,R,60000,Spanish,1000+,Consulting
24,Male,Sofia,ML Engineer,5,Senior,Python,60000,English,Nov-50,Startup
30,Male,Bielefeld,Software Engineer,5,Junior,C++,60000,German,Nov-50,Product
26,Male,Berlin,DevOps,5,Middle,Terraform,60000,English,Nov-50,Startup
29,Male,Basel,Data Scientist,5,Lead,Python,60000,English,1000+,Pharma
30,Male,Frankfurt,Data Scientist,5,Middle,Python,60000,English,Nov-50,Startup
29,Male,Berlin,Data Scientist,5,Senior,Python,60000,English,Nov-50,Startup
34,Male,Munich,Frontend Developer,5,Senior,Javascript,60000,English,101-1000,Product
27,Male,Berlin,Frontend Developer,5,Middle,Javascript,60000,English,101-1000,Startup
35,Female,Munich,Data Scientist,5,Senior,SAS,60000,English,1000+,Bank
26,Female,Berlin,Backend Developer,5,Middle,Java,60000,English,1000+,Product
32,Female,Munich,Data Scientist,5,Senior,Python,60000,German,1000+,Product
31,Male,Helsinki,Software Engineer,5,Middle,Java,60000,English,51-100,Product
25,Male,Hamburg,Backend Developer,5,Middle,Java,60000,English,1000+,Product
29,Male,Berlin,Frontend Developer,5,Middle,Javascript,60000,English,1000+,Product
31,Male,Munich,Software Engineer,5,Middle,Java,60000,English,1000+,Product
28,Male,Cologne,Software Engineer,5,Middle,Java,60000,Russian,101-1000,Product
30,Male,Munich,Frontend Developer,5,Lead,Javascript / Typescript,60000,English,Nov-50,Startup
36,Female,Berlin,Data Scientist,5,Senior,Python,60000,English,1000+,Product
32,Male,Berlin,Designer (UI/UX),5,Senior,Java,60000,German,up to 10,Startup
32,Female,Berlin,Computational linguist,5,Middle,Java,60000,English,Nov-50,Product
30,Male,Hamburg,Data Scientist,5,Middle,Python,60000,English,101-1000,Product
27,Female,Berlin,Data Scientist,5,Senior,Python,60000,English,101-1000,Product
33,Male,Munich,Software Engineer,5,Senior,Embedded C++,60000,English,1000+,Consulting
29,Male,Darmstadt,Data Scientist,5,Middle,Python,60000,English,101-1000,Product
28,Male,Berlin,ML Engineer,5,Middle,Python,60000,English,up to 10,Startup
30,Female,Hamburg,Software Engineer,5,Senior,Java,60000,English,1000+,Product
28,Female,Berlin,Frontend Developer,5,Senior,Javascript / Typescript,60000,English,1000+,Product
27,Male,Krakow,QA Engineer,5,Senior,Java,60000,English,101-1000,Product
26,Male,Berlin,Backend Developer,5,Middle,Java,60000,English,1000+,Product
29,Male,Berlin,Backend Developer,5,Senior,Go,60000,English,101-1000,Product
26,Male,Munich,Mobile Developer,5,Middle,Kotlin,60000,Russian,51-100,Startup
24,Male,Berlin,Frontend Developer,5,Senior,Javascript / Typescript,60000,English,101-1000,Product
25,Male,Berlin,ML Engineer,5,Middle,Scala,60000,English,1000+,Product
26,Male,Saint-Petersburg,Project Manager,5,Middle,Python,60000,Russian,1000+,Product
28,Male,Berlin,Frontend Developer,5,Middle,Javascript / Typescript,60000,English,101-1000,Product
27,Male,Berlin,Data Engineer,5,Senior,Python,60000,English,1000+,Product
27,Male,Munich,Mobile Developer,5,Senior,Kotlin,60000,English,101-1000,Consulting
27,Male,Munich,Backend Developer,5,Senior,Java,60000,English,101-1000,Consulting
30,Female,Munich,QA,5,Middle,Java,60000,English,1000+,Product
44,Male,Munich,Frontend Developer,5,Middle,Javascript / Typescript,60000,Deutsch,101-1000,Product
32,Male,Berlin,Mobile Developer,5,Middle,Swift,60000,English,101-1000,Product
25,Female,Munich,Fullstack Developer,5,Middle,.NET,60000,Deutsch,Nov-50,Consulting
33,Male,Munich,QA,5,Senior,Kotlin,60000,English,1000+,Product
25,Female,Munich,Researcher,5,Middle,C++,60000,English,1000+,Consulting
25,Male,Munich,Frontend Developer,5,Senior,Javascript / Typescript,60000,English,101-1000,Product
32,Male,Munich,Backend Developer,5,Senior,PHP,60000,English,1000+,Product
26,Male,Berlin,Data Scientist,5,Senior,Python,60000,English,Nov-50,Startup
30,Male,Munich,Mobile Developer,5,Senior,Kotlin,60000,English,up to 10,Consulting
30,Female,Bern,QA,5,Middle,Not Relevant,60000,Deutsch,1000+,Product
27,Male,Berlin,Frontend Developer,5,Senior,Javascript / Typescript,60000,English,101-1000,Product
30,Male,Berlin,Backend Developer,5,Senior,Ruby,60000,English,101-1000,Product
32,Male,Berlin,Backend Developer,5,Senior,Java,60000,Deutsch,1000+,Consulting
30,Male,Stuttgart,ML Engineer,5,Senior,Python,60000,Deutsch,101-1000,Product
27,Male,Berlin,Researcher,5,Senior,Python,60000,English,101-1000,Startup
23,Male,Berlin,Frontend Developer,5,Senior,Javascript / Typescript,60000,English,101-1000,Product
33,Female,Berlin,QA,5,Middle,Ruby,60000,English,1000+,Product
44,Male,Berlin,Frontend Developer,5,Senior,Javascript / Typescript,60000,English,Nov-50,Product
28,Male,Munich,Frontend Developer,5,Senior,Javascript / Typescript,60000,English,101-1000,Product
29,Male,Berlin,Data Engineer,5,Middle,AWS,60000,English,101-1000,Startup
38,Male,Hannover,Data Scientist,5,Senior,R,60000,Deutsch,101-1000,Consulting
31,Male,Berlin,Head of AI,5,Senior,Python,60000,English,1000+,Product
26,Male,Amsterdam,Data Scientist,5,Middle,Python,60000,English,101-1000,Product
27,Male,Berlin,Business Analyst,5,Senior,Python,60000,English,101-1000,Consulting
31,Male,Berlin,Product Manager,5,Middle,Not Relevant,60000,Deutsch,51-100,Product
30,Female,Berlin,Data Scientist,5,Middle,Python,60000,English,1000+,Product
24,Male,Berlin,Frontend Developer,5,Senior,Javascript / Typescript,60000,English,101-1000,Product
25,Male,Berlin,Frontend Developer,5,Senior,Javascript / Typescript,60000,English,101-1000,Product
35,Female,Berlin,Data Scientist,5,Senior,Python,60000,English,Nov-50,Startup
32,Female,Munich,Fullstack Developer,5,Middle,Python,60000,English,51-100,Startup
27,Male,Berlin,Frontend Developer,5,Middle,Javascript / Typescript,59500,Deutsch,101-1000,Product
36,Male,Hamburg,ML Engineer,5,Lead,Python,59064,Deutsch,Nov-50,Consulting
26,Male,Munich,Fullstack Developer,5,Middle,Javascript / Typescript,59000,English,1000+,Product
27,Male,Berlin,Data Scientist,5,Senior,Python,59000,Russian,101-1000,Consulting
28,Male,Berlin,Data Scientist,5,Senior,Python,59000,Deutsch,101-1000,Product
30,Male,Cologne,Data Scientist,5,Middle,R,59000,English,1000+,Product
35,Female,Braunschweig,Embedded Developer,5,Senior,C++,59000,Deutsch,101-1000,Outsourcing
22,Male,Amsterdam,Frontend Developer,5,Middle,Javascript / Typescript,59000,English,1000+,Product
27,Male,Amsterdam,Backend Developer,5,Middle,.NET,59000,English,101-1000,Product
33,Male,Munich,Product Manager,5,Middle,Not Relevant,59000,English,101-1000,Startup
27,Male,Amsterdam,Backend Developer,5,Middle,.NET,58800,English,101-1000,Product
30,Male,Munich,Mobile Developer,5,Senior,Kotlin,58500,English,up to 10,Consulting
28,Male,Hamburg,Backend Developer,5,Senior,Cobol,58500,Deutsch,1000+,Product
33,Female,Hamburg,Data Scientist,5,Middle,SQL,58000,Deutsch,101-1000,Consulting
27,Female,Berlin,Backend Developer,5,Middle,Java,58000,Deutsch,101-1000,Consulting
28,Female,Warsaw,Fullstack Developer,5,Senior,R,58000,English,101-1000,Consulting
28,Male,Gdańsk,Data Scientist,5,Middle,R,58000,English,101-1000,Outsourcing
35,Male,Stuttgart,Manager,5,Senior,Python,58000,English,1000+,Outsourcing
25,Female,Moscow,Frontend Developer,5,Senior,Javascript / Typescript,58000,Russian,51-100,Product
31,Female,Amsterdam,QA,5,Senior,Javascript / Typescript,58000,English,101-1000,Product
33,Male,Munich,Frontend Developer,5,Senior,Javascript / Typescript,58000,English,51-100,Startup
35,Male,Munich,Platform Engineer,5,Middle,Not Relevant,58000,English,101-1000,Product
33,Female,Munich,Manager,5,Middle,Not Relevant,58000,English,51-100,Startup
31,Female,Berlin,Backend Developer,5,Senior,Java,58000,English,101-1000,Product
32,Male,Amsterdam,Backend Developer,5,Middle,C++,58000,English,51-100,Product
30,Male,Berlin,Backend Developer,5,Middle,Java,58000,English,1000+,Product
29,Male,Berlin,QA,5,Middle,Javascript / Typescript,58000,English,1000+,Startup
31,Male,Munich,Mobile Developer,5,Senior,Kotlin,58000,English,51-100,Product
24,Male,Amsterdam,Data Engineer,5,Senior,Scala,58000,English,101-1000,Outsourcing
26,Male,Hamburg,Frontend Developer,5,Middle,Javascript / Typescript,58000,English,101-1000,Product
24,Male,Saint Petersburg,Fullstack Developer,5,Middle,.NET,58000,Russian,101-1000,Outsourcing
31,Male,Düsseldorf,Business Analyst,5,Middle,Not Relevant,58000,English,1000+,Consulting
34,Female,Berlin,Backend Developer,5,Middle,Kotlin,58000,English,101-1000,Product
26,Male,Kyiv,Mobile Developer,5,Senior,Kotlin,58000,English,51-100,Product
38,Male,Amsterdam,DevOps,5,Senior,Not Relevant,58000,English,101-1000,Product
28,Male,Moscow,Frontend Developer,5,Lead,Javascript / Typescript,58000,Russian,101-1000,Product
27,Male,Berlin,Data Scientist,5,Senior,SAS,58000,English,1000+,Consulting
32,Male,Frankfurt,Fullstack Developer,5,Middle,Java,58000,Deutsch,1000+,Consulting
25,Male,Berlin,ML Engineer,2,Middle,Spark,58000,English,Nov-50,Startup
30,Male,Berlin,Data Scientist,2,Middle,Python,58000,English,51-100,Startup
28,Male,Berlin,Frontend Developer,4,Junior,Javascript / Typescript,58000,English,51-100,Startup
33,Male,Frankfurt,Software Engineer,4,Middle,Java,57600,English,Nov-50,Consulting
24,Male,Berlin,Data Scientist,4,Senior,Python,57600,English,101-1000,Startup
29,Male,Berlin,Data Scientist,4,Senior,Python,57600,English,101-1000,Product
35,Male,Berlin,Frontend Developer,4,Middle,Javascript / Typescript,57000,English,101-1000,Product
25,Male,Berlin,Backend Developer,4,Middle,Python,57000,English,Nov-50,Startup
27,Male,Munich,Frontend Developer,4,Senior,Frontend,57000,English,51-100,Product
28,Male,Moldova,Backend Developer,4,Middle,Java,57000,English,51-100,Startup
25,Male,Stuttgart,Backend Developer,4,Middle,Java,57000,German,101-1000,Consulting
31,Female,Stuttgart,Data Scientist,4,Middle,R,57000,German,1000+,Product
30,Male,Ansbach,Software Engineer,4,Junior,PHP,57000,English,101-1000,Product
26,Male,Frankfurt,Consultant,4,Middle,Javascript / Typescript,57000,German,101-1000,Consulting
27,Male,Tuttlingen,Software Engineer,4,Junior,C#,57000,German,up to 10,Product
32,Male,Berlin,Backend Developer,4,Senior,Ruby,57000,English,51-100,Product
30,Male,Berlin,Backend Developer,4,Senior,Golang,57000,English,101-1000,Product
26,Male,Riga,Software Engineer,4,Middle,Javascript / Typescript,57000,English,101-1000,Consulting
32,Female,Cologne,Data Scientist,4,Senior,Python,57000,English,1000+,consumer goods
23,Male,Berlin,Software Engineer,4,Middle,Javascript / Typescript,57000,English,1000+,Product
30,Male,Munich,Frontend Developer,4,Middle,Javascript / Typescript,57000,English,1000+,Product
31,Male,Berlin,Software Engineer,4,Lead,Java,57000,English,1000+,Startup
30,Male,Munich,Software Engineer,4,Middle,Java,57000,English,1000+,Product
24,Male,Berlin,Backend Developer,4,Middle,PHP,57000,English,51-100,Startup
27,Male,Amsterdam,ML Engineer,4,Middle,Python,57000,English,1000+,Product
23,Male,Warsaw,Software Engineer,4,Middle,PHP,57000,English,up to 10,Product
25,Female,Berlin,Frontend Developer,4,Middle,Javascript / Typescript,57000,English,Nov-50,Startup
31,Male,Berlin,ML Engineer,4,Junior,Python,57000,German,1000+,Product
27,Male,Berlin,Software Engineer,4,Middle,C#,57000,English,101-1000,Product
28,Male,Berlin,Data Scientist,4,Middle,Python,57000,English,101-1000,Product
29,Male,Milan,Data Scientist,4,Middle,,57000,Italian,101-1000,Consulting
27,Male,Berlin,DevOps,4,Middle,AWS,57000,English,101-1000,Consulting
22,Male,Berlin,Presales Engineer,4,Middle,Java,56700,English,101-1000,Startup
26,Female,Berlin,Data Scientist,4,Middle,Sql,56600,English,101-1000,Startup
22,Female,Berlin,Business Development Manager Operations,4,Middle,Business Development Manager Operation,56500,English,1000+,Startup
30,Male,Berlin,Frontend Developer,4,Senior,Javascript / Typescript,56400,English,101-1000,Product
36,Male,Berlin,Researcher,4,Middle,C++,56300,English,up to 10,University
30,Female,Berlin,Software Engineer,4,Middle,Python,56000,English,1000+,Product
31,Male,Berlin,Software Engineer,4,Middle,Java,56000,English,1000+,Product
28,Male,Cologne,Backend Developer,4,Middle,Java,56000,German,101-1000,Product
38,Male,Stuttgart,Backend Developer,4,Middle,PHP,56000,English,up to 10,Consulting
35,Female,Munich,Backend Developer,4,Middle,PHP,56000,German,101-1000,Insurance
26,Male,Berlin,Data Engineer,4,Middle,Scala,56000,English,Nov-50,Consulting
36,Male,Berlin,Backend Developer,4,Middle,Java,56000,English,101-1000,Product
26,Male,Berlin,Data Scientist,4,Middle,Python,56000,English,1000+,Ecommerce
27,Male,Berlin,Backend Developer,4,Senior,Go,56000,English,Nov-50,Startup
29,Male,Munich,Data Scientist,4,Middle,Python,56000,English,Nov-50,Consulting
29,Male,Munich,Software Engineer,4,Middle,R,56000,English,1000+,Semiconductor
27,Male,Berlin,Data Scientist,4,Junior,Python,56000,English,51-100,Consulting
29,Female,Berlin,Software Engineer,4,Middle,Java,56000,English,101-1000,Consulting
31,Male,Munich,ML Engineer,4,Senior,Python,56000,English,1000+,Product
34,Male,Munich,Frontend Developer,4,Middle,Javascript / Typescript,56000,English,101-1000,Product
30,Female,Jena,Software Engineer,4,Middle,Javascript,56000,English,101-1000,Institute
26,Male,Lisbon,Software Engineer,4,Middle,Javascript / Typescript,55500,English,51-100,Product
30,Male,Berlin,Data Scientist,4,Head,Python,55200,German,Nov-50,Consulting
23,Male,New Jersey,Software Developer,4,Junior,Python,55200,English,up to 10,Startup
26,Male,Munich,Software Engineer,4,Middle,Javascript / Typescript,55000,English,101-1000,Startup
26,Male,Berlin,QA Engineer,4,Middle,Swift,55000,English,51-100,Startup
26,Female,Prague,Software Engineer,4,Middle,C#,55000,Russian,1000+,Product
26,Male,Berlin,Product Analyst,4,Middle,Python,55000,English,1000+,Product
30,Male,Berlin,Backend Developer,4,Middle,Python,55000,English,101-1000,Product
31,Male,Berlin,Software Engineer,4,Senior,Python,55000,English,101-1000,Startup
28,Female,Berlin,Data Scientist,4,Middle,Python,55000,English,1000+,Product
31,Male,Berlin,Software Engineer,4,Senior,Java,55000,English,1000+,Product
32,Male,Hamburg,ML Engineer,4,Middle,Python,55000,German,101-1000,Consulting
35,Male,Fr,Backend Developer,4,Middle,Java,55000,English,51-100,Consulting
28,Male,Berlin,Product Analyst,4,Junior,SQL,55000,English,1000+,Product
31,Male,Berlin,Data Engineer,4,Middle,Python,55000,English,101-1000,Product
35,Male,Darmstadt,Data Scientist,4,Senior,Python,55000,English,51-100,Product
25,Female,Cambridge,Frontend Developer,4,Middle,Javascript / Typescript,55000,English,101-1000,Product
25,Female,Berlin,Software Engineer,4,Middle,Scala,55000,English,101-1000,Product
28,Male,Sevilla,DatabEngineer,4,Middle,GCP,55000,Spanish,51-100,Consulting
31,Male,Berlin,Backend Developer,4,Middle,Ruby on Rails,55000,English,Nov-50,Product
31,Female,Berlin,Data Scientist,4,Middle,spark,55000,English,1000+,Product
30,Male,Berlin,Mobile Developer,4,Middle,Kotlin,55000,English,1000+,Startup
33,Male,Berlin,Backend Developer,4,Middle,Java,55000,Deutsch,1000+,Product
35,Male,Cologne,Backend Developer,4,Senior,Java,55000,English,51-100,Startup
30,Male,Wolfsburg,Backend Developer,4,Senior,Java,55000,English,51-100,Consulting
28,Male,Berlin,Data Scientist,4,Senior,Python,55000,English,101-1000,Startup
30,Female,Berlin,Backend Developer,4,Middle,Python,55000,English,51-100,Product
25,Male,Berlin,Business Analyst,4,Middle,Python,55000,English,101-1000,Product
25,Male,Munich,Frontend Developer,4,Senior,Javascript / Typescript,55000,English,1000+,Product
31,Female,Munich,Fullstack Developer,4,Junior,Java,55000,Deutsch,101-1000,Product
29,Male,Cologne,Fullstack Developer,4,Senior,.NET,55000,Deutsch,1000+,Product
29,Female,Munich,Data Scientist,4,Middle,R,55000,Deutsch,101-1000,Product
28,Male,Munich,Data Scientist,4,Senior,Not Relevant,55000,English,1000+,Product
32,Male,Frankfurt,Mobile Developer,4,Middle,Kotlin,55000,English,Nov-50,Product
25,Male,Munich,Mobile Developer,4,Middle,Swift,55000,English,101-1000,Product
24,Male,Berlin,Backend Developer,4,Middle,Java,55000,English,101-1000,Product
30,Male,Berlin,Backend Developer,4,Senior,Ruby,55000,English,51-100,Startup
25,Male,Kyiv,DevOps,4,Senior,Go,55000,Russian,1000+,Product
30,Male,Munich,Frontend Developer,4,Senior,Javascript / Typescript,55000,English,Nov-50,Product
30,Male,Kassel,Frontend Developer,4,Middle,Javascript / Typescript,55000,Deutsch,1000+,Product
33,Male,Munich,Embedded Developer,4,Senior,C++,55000,Deutsch,101-1000,Consulting
25,Male,Karlsruhe,ML Engineer,4,Middle,Kotlin,55000,Deutsch,Nov-50,Consulting
29,Male,Berlin,Data Scientist,4,Middle,Python,55000,English,1000+,Product
28,Male,Hamburg,ML Engineer,4,Middle,Python,55000,English,101-1000,Consulting
36,Male,Berlin,Data Scientist,4,Middle,Python,55000,Deutsch,Nov-50,Consulting
29,Female,Berlin,Frontend Developer,4,Middle,Javascript / Typescript,55000,English,1000+,Startup
29,Male,Hannover,Data Scientist,4,Middle,Python,55000,Deutsch,1000+,Product
38,Male,Berlin,NLP Engineer,4,Senior,Python,55000,English,101-1000,Startup
29,Male,Amsterdam,Backend Developer,4,Senior,Java,55000,Russian,101-1000,Product
25,Male,Hamburg,Frontend Developer,4,Middle,Javascript / Typescript,55000,English,1000+,Product
32,Male,Berlin,Software Architect,4,Senior,Not Relevant,55000,English,1000+,Consulting
30,Male,Berlin,Data Scientist,4,Senior,SQL,55000,English,101-1000,Startup
30,Male,Frankfurt,Data Scientist,4,Senior,Python,55000,English,51-100,Product
28,Male,Munich,Data Engineer,4,Middle,Python,55000,English,Nov-50,Consulting
34,Male,Berlin,Data Scientist,4,Senior,R,55000,English,101-1000,Product
27,Male,Berlin,QA,4,Middle,Not Relevant,55000,English,101-1000,Product
28,Male,Berlin,Backend Developer,4,Senior,Go,55000,English,101-1000,Product
29,Male,Munich,Embedded Developer,4,Senior,ASM,55000,English,101-1000,Product
37,Male,Cologne,QA,4,Middle,Not Relevant,55000,Deutsch,Nov-50,Consulting
29,Female,Hamburg,ML Engineer,4,Middle,Python,55000,English,101-1000,Product
21,Male,Moscow,Data Scientist,4,Middle,Python,55000,English,101-1000,Consulting
30,Male,Berlin,Backend Developer,4,Middle,SAP,55000,English,Nov-50,Consulting
33,Male,Berlin,Product Manager,4,Middle,Not Relevant,55000,English,101-1000,Startup
24,Male,Saint Petersburg,Fullstack Developer,4,Middle,.NET,55000,Russian,101-1000,Outsourcing
27,Male,Amsterdam,Backend Developer,4,Middle,Scala,54500,English,101-1000,Product
27,Male,Amsterdam,Backend Developer,4,Middle,Java,54179.13,English,101-1000,Product
24,Male,Amsterdam,Frontend Developer,4,Middle,Javascript / Typescript,54000,English,1000+,Product
23,Female,Moscow,Data Engineer,4,Middle,Hadoop,54000,Russian,1000+,Product
29,Male,Berlin,Fullstack Developer,4,Senior,Java,54000,English,101-1000,Product
34,Male,Frankfurt,Data Engineer,4,Middle,.NET,54000,Deutsch,Nov-50,Product
23,Male,Berlin,Backend Developer,4,Middle,Javascript / Typescript,54000,English,101-1000,Startup
26,Male,Berlin,Fullstack Developer,4,Middle,Python,54000,English,101-1000,Startup
45,Male,Munich,Scrum Master,4,Senior,Not Relevant,54000,English,101-1000,Product
33,Male,Amsterdam,Fullstack Developer,4,Middle,Go,54000,English,101-1000,Product
36,Male,Munich,DevOps,4,Middle,AWS,54000,English,Nov-50,Product
26,Female,Amsterdam,Backend Developer,4,Middle,Java,54000,English,1000+,Bank
24,Male,Berlin,Mobile Developer,2,Middle,Swift,54000,English,1000+,Product
34,Male,Ingolstadt,Software Engineer,2,Junior,C++,54000,German,1000+,Consulting
32,Male,Berlin,Backend Developer,3,Middle,Java,54000,English,101-1000,Product
28,Male,Berlin,Software Engineer,3,Middle,Javascript,54000,English,Nov-50,Startup
35,Female,Berlin,Reporting Engineer,3,Middle,Power BI,54000,German,1000+,Product
25,Male,Munich,Software Engineer,3,Middle,Java,54000,English,101-1000,Product
26,Male,Munich,Data Scientist,3,Middle,Python,54000,English,101-1000,Product
26,Female,Munich,Data Scientist,3,Junior,Python,54000,English,1000+,Product
25,Female,Munich,Product Manager,3,Middle,--,54000,English,1000+,Product
30,Male,Berlin,Mobile Developer,3,Senior,Swift,54000,English,Nov-50,Startup
24,Male,Munich,Software Engineer,3,Middle,NodeJS,54000,English,1000+,Consulting
45,Male,Munich,Frontend Developer,3,Senior,Javascript,54000,Russian,Nov-50,Startup
26,Male,Frankfurt,Software Engineer,3,Middle,Python,54000,English,51-100,Consulting
