Age,Gender,City,Position,Total years of experience,Seniority level,Your main technology,Yearly brutto salary in EUR,Main language at work,Company size,Company type
34,Male,Berlin,Backend Developer,10,Middle,Java,75000,English,101-1000,Product
36,Male,Berlin,Software Engineer,10,Principal,,75000,English,1000+,Product
30,Male,Berlin,Software Engineer,10,Middle,iOS,75000,English,101-1000,Product
34,Male,Munich,Data Scientist,10,Senior,Python,75000,English,101-1000,Consulting
38,Male,Berlin,Data Scientist,10,Senior,Python,75000,German,101-1000,Product
32,Male,Berlin,Backend Developer,10,Senior,NodeJS,75000,English,Nov-50,Startup
32,Male,Munich,Software Engineer,10,Lead,Swift,75000,English,101-1000,Product
34,Male,Munich,Software Engineer,10,Senior,C++,75000,English,1000+,Product
35,Male,Frankfurt,Software Engineer,10,Senior,Java,75000,English,101-1000,Consulting
36,Male,Berlin,Backend Developer,10,Senior,Java,75000,English,101-1000,Product
34,Female,Berlin,Designer (UI/UX),10,Senior,Photoshop,75000,German,up to 10,Product
33,Male,Munich,Frontend Developer,10,Senior,Javascript / Typescript,75000,English,101-1000,Startup
36,Male,Regensburg,Software Engineer,10,Middle,C#,75000,German,51-100,Consulting
33,Female,Munich,Software Engineer,10,Senior,Java,75000,English,Nov-50,Outsourcing
35,Male,Ingolstadt,Backend Developer,10,Lead,Magento,75000,English,Nov-50,Startup
36,Male,Berlin,Mobile Developer,10,Middle,Android,75000,English,1000+,Product
30,Male,Berlin,Backend Developer,10,Lead,Java,75000,English,101-1000,Startup
31,Male,Munich,Backend Developer,10,Senior,Ruby on Rails,75000,English,101-1000,Startup
33,Female,Munich,Testmanager,10,Junior,Java,75000,German,1000+,Product
32,Male,Munich,ERP Consultant,10,Lead,SAP,75000,English,1000+,Product
32,Male,Munich,Software Engineer,10,Head,Scala,75000,English,Nov-50,Startup
33,Male,Berlin,Researcher/ Consumer Insights Analyst,10,Senior,consumer analysis,75000,English,1000+,Product
32,Male,Berlin,Embedded Developer,10,Senior,C++,75000,English,51-100,Product
33,Male,Berlin,Frontend Developer,10,Senior,Javascript / Typescript,75000,English,Nov-50,Startup
34,Male,Berlin,Backend Developer,10,Senior,Java,75000,English,51-100,Product
31,Male,Berlin,Backend Developer,10,Senior,Clojure,75000,English,Nov-50,Product
35,Male,Berlin,Data Engineer,10,Middle,Java,75000,English,101-1000,Product
27,Male,Berlin,Backend Developer,10,Senior,PHP,75000,English,51-100,Startup
38,Female,Berlin,Manager,10,Senior,Javascript / Typescript,75000,English,Nov-50,Startup
33,Male,Cologne,Backend Developer,10,Senior,.NET,75000,Deutsch,Nov-50,Startup
30,Male,Munich,DevOps,10,Middle,AWS,75000,English,51-100,Product
29,Male,Munich,Backend Developer,10,Senior,Ruby,75000,English,101-1000,Product
30,Male,Munich,DevOps,10,Middle,AWS,75000,English,1000+,Product
31,Male,Frankfurt,System Administrator,10,Middle,Linux,75000,English,Nov-50,Consulting
33,Male,Berlin,Backend Developer,10,Senior,.NET,75000,English,Nov-50,Product
37,Male,Berlin,Frontend Developer,10,Senior,Javascript / Typescript,75000,English,101-1000,Product
36,Male,Berlin,DevOps,10,Middle,AWS,75000,English,51-100,Product
37,Female,Berlin,Backend Developer,10,Middle,C++,75000,English,101-1000,Product
30,Male,Berlin,Backend Developer,10,Middle,Kotlin,75000,English,101-1000,Product
31,Male,Berlin,Fullstack Developer,10,Senior,Java,75000,English,up to 10,Startup
34,Male,Munich,Backend Developer,10,Senior,PHP,75000,English,up to 10,Consulting
33,Male,Berlin,Mobile Developer,10,Senior,Kotlin,75000,English,1000+,Product
43,Male,Frankfurt,Backend Developer,10,Senior,SAP,75000,Deutsch,1000+,Product
34,Male,Cologne,QA,10,Middle,Java,75000,Deutsch,up to 10,Consulting
42,Female,Munich,Product Manager,10,Middle,Not Relevant,75000,English,51-100,Product
31,Male,Wroclaw,Backend Developer,10,Senior,Ruby,75000,English,51-100,Consulting
29,Male,Munich,DevOps,10,Lead,AWS,75000,English,1000+,Product
36,Male,Munich,Backend Developer,10,Middle,PHP,75000,English,51-100,Product
32,Female,Frankfurt,Recruiter,10,Senior,Not Relevant,75000,English,101-1000,Consulting
31,Male,Berlin,Frontend Developer,10,Senior,Javascript / Typescript,75000,English,1000+,Product
34,Male,Berlin,Backend Developer,10,Senior,C++,75000,English,101-1000,Product
34,Male,Berlin,Frontend Developer,10,Senior,Javascript / Typescript,75000,English,101-1000,Product
31,Male,Frankfurt,System Administrator,10,Middle,Python,75000,English,101-1000,Product
32,Female,Munich,Fullstack Developer,10,Middle,Java,75000,English,Nov-50,Outsourcing
31,Male,Munich,Fullstack Developer,10,Lead,Javascript / Typescript,75000,English,1000+,Product
34,Male,Frankfurt,Software Architect,10,Senior,Python,75000,English,1000+,Product
36,Male,Berlin,Backend Developer,10,Senior,Java,75000,English,1000+,Product
33,Male,Munich,Cloud Engineer,10,Senior,Google Cloud,75000,English,1000+,Product
29,Male,Berlin,Fullstack Developer,10,Senior,PHP,75000,English,1000+,Product
43,Male,Berlin,Data Engineer,10,Senior,SQL,75000,Russian,up to 10,Startup
34,Male,Berlin,ML Engineer,10,Senior,Scala,75000,English,51-100,Product
29,Male,Berlin,DevOps,10,Senior,Ruby,75000,English,101-1000,Product
38,Female,Berlin,SAP Consultant,10,Senior,SAP,75000,Deutsch,1000+,Product
36,Male,Berlin,Frontend Developer,10,Senior,Javascript / Typescript,75000,English,101-1000,Product
33,Male,Berlin,Backend Developer,10,Middle,Kotlin,75000,English,1000+,Product
30,Male,Berlin,ML Engineer,10,Senior,Python,75000,English,101-1000,Product
31,Male,Munich,Backend Developer,10,Senior,Java,75000,English,101-1000,Startup
30,Male,Munich,DevOps,10,Head,AWS,75000,English,51-100,Product
31,Male,Berlin,Manager,10,Senior,Java,75000,English,1000+,Startup
35,Female,Berlin,Data Scientist,10,Senior,Python,75000,English,101-1000,Startup
31,Male,Munich,SRE,10,Senior,Azure,75000,Deutsch,101-1000,Consulting
28,Male,Berlin,Software Architect,10,Principal,Not Relevant,75000,English,1000+,Product
35,Male,Hamburg,Backend Developer,10,Senior,Java,75000,English,1000+,Product
30,Male,Berlin,Data Scientist,10,Lead,Python,75000,English,1000+,Product
39,Male,Berlin,Data Engineer,10,Senior,Python,75000,English,1000+,Product
34,Male,Hamburg,Backend Developer,10,Middle,Ruby,75000,English,51-100,Product
41,Male,Heidelberg,Data Scientist,10,Senior,Python,75000,English,51-100,Startup
40,Female,Berlin,Backend Developer,10,Senior,C++,75000,English,Nov-50,Startup
30,Female,Berlin,Fullstack Developer,10,Senior,Java,75000,Deutsch,101-1000,Consulting
30,Male,Berlin,Backend Developer,10,Senior,Python,75000,English,101-1000,Startup
36,Male,Berlin,Backend Developer,10,Senior,Java,75000,Deutsch,1000+,Product
30,Male,Berlin,Software Architect,10,Senior,AWS,75000,English,1000+,Product
34,Male,Berlin,Manager,10,Senior,Not Relevant,75000,English,1000+,Outsourcing
30,Male,Munich,Backend Developer,10,Senior,PHP,75000,English,1000+,Product
32,Male,Berlin,Backend Developer,10,Senior,Java,75000,Deutsch,101-1000,Consulting
32,Male,Berlin,Software Engineer,10,Lead,Not Relevant,75000,English,1000+,Product
32,Male,Berlin,Mobile Developer,10,Senior,Kotlin,75000,English,51-100,Consulting
30,Male,Hamburg,Mobile Developer,10,Senior,.NET,75000,English,101-1000,Startup
32,Male,Berlin,Data Scientist,10,Head,Python,75000,English,51-100,Startup
32,Male,Berlin,Data Scientist,10,Senior,Python,75000,English,1000+,Product
32,Male,Frankfurt,Data Engineer,10,Middle,Not Relevant,75000,English,51-100,Startup
35,Male,Berlin,Backend Developer,10,Senior,Java,75000,English,101-1000,Product
31,Male,Berlin,DevOps,10,Senior,PHP,75000,English,1000+,Product
38,Male,Berlin,Frontend Developer,10,Senior,Javascript / Typescript,75000,English,1000+,Product
31,Male,Berlin,Backend Developer,10,Lead,Java,75000,English,101-1000,Startup
35,Male,Amsterdam,Data Engineer,10,Senior,Go,75000,English,Nov-50,Product
33,Male,Amsterdam,Fullstack Developer,10,Middle,PHP,74900,English,101-1000,Product
35,Male,Amsterdam,QA,10,Senior,Not Relevant,74400,English,1000+,Product
30,Male,Amsterdam,Frontend Developer,10,Middle,Javascript / Typescript,74400,English,1000+,Product
35,Male,Eindhoven,Frontend Developer,10,Senior,Javascript / Typescript,74200,English,1000+,Outsourcing
33,Male,Berlin,Backend Developer,10,Senior,.NET,74000,English,Nov-50,Outsourcing
31,Male,Berlin,SRE,10,Senior,Go,74000,English,1000+,Product
32,Male,Hilversum,Fullstack Developer,10,Senior,Java,74000,English,51-100,Product
34,Male,Amsterdam,Frontend Developer,10,Senior,Javascript / Typescript,74000,English,101-1000,Product
30,Male,Amsterdam,Backend Developer,10,Middle,Java,74000,English,51-100,Product
37,Male,Almere,Tech Lead,10,Senior,C++,74000,English,Nov-50,Product
35,Male,Berlin,Backend Developer,10,Senior,Javascript / Typescript,74000,English,101-1000,Product
32,Male,Berlin,Manager,10,Senior,Go,74000,English,101-1000,Product
31,Male,Berlin,Data Engineer,10,Senior,Python,74000,English,1000+,Product
32,Male,Berlin,Fullstack Developer,10,Senior,Javascript / Typescript,74000,English,Nov-50,Startup
30,Male,Berlin,Backend Developer,10,Senior,PHP,74000,English,101-1000,Product
33,Male,Munich,DevOps,10,Senior,AWS,74000,English,1000+,Product
39,Male,Berlin,Solution Architect,10,Senior,Not Relevant,74000,English,1000+,Product
31,Male,Berlin,Fullstack Developer,10,Middle,Javascript / Typescript,74000,English,101-1000,Product
36,Male,Munich,Tech Lead,10,Senior,Java,74000,English,101-1000,Startup
32,Male,Berlin,Backend Developer,10,Senior,Java,74000,English,101-1000,Startup
33,Male,Berlin,Fullstack Developer,10,Senior,Javascript / Typescript,74000,English,51-100,Product
32,Male,Berlin,Data Scientist,10,Senior,Python,74000,English,1000+,Product
24,Male,Munich,Platform Engineer,10,Senior,Go,74000,English,1000+,Product
28,Male,Munich,Frontend Developer,10,Senior,Javascript / Typescript,74000,English,1000+,Product
33,Male,Amsterdam,Frontend Developer,10,Senior,Javascript / Typescript,73700,English,1000+,Product
30,Male,Amsterdam,Backend Developer,10,Senior,Python,73500,English,1000+,Product
31,Male,Berlin,Software Engineer,9,Senior,C#,73500,English,Nov-50,Startup
31,Male,Berlin,Software Engineer,9,Senior,Python,73300,English,1000+,Product
32,Male,Munich,Fullstack Developer,9,Senior,Java,73200,English,Nov-50,Product
30,Male,Rosenheim,Software Engineer,9,Middle,Java,73000,German,101-1000,Product
32,Male,Stuttgart,QA Engineer,9,Senior,Java,73000,German,1000+,Consulting
31,Male,Munich,Software Engineer,9,Middle,C++,73000,English,1000+,Product
28,Male,Munich,Network Administrator,9,Senior,Network,73000,English,1000+,Automotive
31,Male,Berlin,Data Engineer,9,Senior,Python,73000,English,101-1000,Product
29,Male,Berlin,Backend Developer,9,Senior,Java,73000,English,1000+,Product
33,Female,Berlin,QA Engineer,9,Middle,Java,73000,English,101-1000,Startup
32,Male,Berlin,Software Engineer,9,Lead,Javascript / Typescript,73000,English,101-1000,Product
34,Female,Berlin,Software Engineer,9,Senior,Kotlin,73000,English,101-1000,Product
30,Male,Munich,Frontend Developer,9,Middle,Javascript / Typescript,73000,English,101-1000,Product
32,Male,Munich,QA Engineer,9,Senior,QA,73000,English,101-1000,Product
32,Male,Munich,SAP Developer,9,Senior,ABAP,73000,German,1000+,Consulting
30,Male,Berlin,DevOps,9,Lead,Kubernetes,73000,English,101-1000,Product
28,Male,Munich,Fullstack Developer,9,Senior,Javascript / Typescript,73000,English,up to 10,Startup
30,Male,Berlin,Software Engineer,9,Lead,Java,73000,English,1000+,Startup
28,Male,Berlin,Backend Developer,9,Senior,PHP,73000,English,Nov-50,Product
34,Male,Berlin,Mobile Developer,9,Senior,Android,73000,English,1000+,Product
35,Female,Stuttgart,QA Manager,9,Middle,Jira,72500,English,101-1000,Consulting
37,Male,Stuttgart,Software Engineer,9,Senior,Qml,72500,English,101-1000,Consulting
33,Male,Munich,Software Engineer,9,Lead,Java,72000,German,51-100,Product
33,Male,Nürnberg,Software Engineer,9,Senior,Javascript / Typescript,72000,German,1000+,Consulting
29,Female,Berlin,Software Developer in Test,9,Lead,Java,72000,English,101-1000,Startup
31,Male,Hamburg,Data Scientist,9,Middle,Python,72000,German,up to 10,Product
29,Male,Berlin,Frontend Developer,9,Senior,Javascript / Typescript,72000,English,1000+,Startup
31,Male,Berlin,Software Engineer,9,Lead,Javascript / Typescript,72000,English,101-1000,Startup
35,Male,Berlin,Data Analyst,9,Senior,Python,72000,German,101-1000,Startup
32,Male,Berlin,Software Engineer,9,Lead,Embedded,72000,English,101-1000,Product
26,Male,Berlin,Architect,9,Head,Go,72000,English,1000+,Product
33,Male,Berlin,Backend Developer,9,Senior,Java,72000,English,1000+,Startup
32,Female,Berlin,DevOps,9,Middle,Terraform,72000,English,101-1000,Product
30,Male,Berlin,Backend Developer,9,Head,Java,72000,English,51-100,Startup
29,Male,Berlin,Engineering Manager,9,Lead,Go,72000,English,101-1000,Product
32,Male,Berlin,Senior Data Engineer,9,Senior,Python,72000,English,51-100,Startup
31,Male,Nürnberg,QA Engineer,9,Middle,Java,72000,English,1000+,Product
34,Male,Berlin,Mobile Developer,9,Senior,iOS,72000,English,1000+,Product
31,Male,Berlin,Backend Developer,9,Senior,Grails,72000,English,101-1000,Product
29,Male,Berlin,Backend Developer,9,Senior,Java,72000,English,51-100,Startup
40,Male,Mannheim,Software Engineer,9,Middle,C,72000,English,1000+,Product
29,Male,London,Software Engineer,9,Senior,Javascript / Typescript,72000,English,1000+,Corporation
30,Male,Berlin,Software Engineer,9,Middle,Typescript,72000,English,1000+,Product
30,Female,Munich,Frontend Developer,9,Senior,Javascript / Typescript,72000,English,1000+,Product
30,Male,Heidelberg,Software Engineer,9,Senior,.NET,72000,English,1000+,Research
31,Male,Berlin,Backend Developer,9,Senior,NodeJS,72000,English,51-100,Startup
32,Male,Berlin,Backend Developer,9,Senior,Scala,72000,English,101-1000,Product
30,Male,Berlin,Backend Developer,9,Senior,Scala,72000,English,1000+,Startup
30,Male,Berlin,Backend Developer,9,Senior,Scala,72000,English,1000+,Product
31,Male,Berlin,Software Engineer,9,Senior,scala,72000,English,Nov-50,Startup
29,Male,Berlin,Software Engineer,9,Senior,C++,72000,English,1000+,Product
31,Male,Berlin,Backend Developer,9,Senior,Java,72000,English,51-100,Product
27,Male,Berlin,"Designer (UI, UX)",9,Senior,Not Relevant,72000,English,101-1000,Product
31,Male,Berlin,QA,9,Senior,Java,72000,English,101-1000,Product
33,Male,Berlin,Backend Developer,9,Senior,Java,72000,English,101-1000,Product
29,Male,Düsseldorf,Backend Developer,9,Senior,Java,72000,English,1000+,Product
34,Male,Berlin,Support,9,Senior,PHP,72000,English,101-1000,Product
31,Male,Berlin,Fullstack Developer,9,Senior,Python,72000,English,Nov-50,Startup
30,Male,Berlin,QA,9,Senior,Java,72000,English,101-1000,Product
35,Male,Frankfurt,QA,9,Middle,Not Relevant,72000,English,101-1000,Outsourcing
33,Male,Berlin,Embedded Developer,9,Senior,C++,72000,English,101-1000,Product
38,Male,Berlin,Manager,9,Senior,Not Relevant,72000,English,1000+,Product
32,Male,Munich,DevOps,9,Senior,AWS,72000,English,1000+,Product
40,Female,Munich,SAP Consultant,9,Senior,Not Relevant,72000,English,1000+,Product
31,Male,Munich,Backend Developer,9,Senior,Java,72000,English,Nov-50,Startup
41,Female,Munich,QA,9,Middle,Java,72000,Deutsch,51-100,Product
30,Male,Munich,Frontend Developer,9,Senior,Javascript / Typescript,72000,Russian,Nov-50,Product
29,Male,Munich,Backend Developer,9,Senior,.NET,72000,English,up to 10,Product
29,Male,Munich,Fullstack Developer,9,Senior,Javascript / Typescript,72000,English,101-1000,Product
28,Female,Munich,"Designer (UI, UX)",9,Senior,Not Relevant,72000,English,Nov-50,Product
30,Male,Berlin,ML Engineer,9,Lead,Python,72000,English,1000+,Product
30,Male,Munich,Researcher,9,Senior,Python,72000,English,1000+,Product
30,Male,Munich,Mobile Developer,9,Senior,Kotlin,72000,Russian,Nov-50,Startup
34,Male,Berlin,Backend Developer,9,Senior,.NET,71750,English,1000+,Product
30,Male,Berlin,Data Engineer,9,Middle,Python,71060,English,101-1000,Product
34,Male,Paris,Data Scientist,9,Senior,Python,71000,French,Nov-50,Startup
35,Male,Hamburg,Manager,9,Middle,Python,71000,Deutsch,1000+,Product
30,Male,Berlin,Researcher,9,Senior,Python,71000,English,1000+,Product
30,Male,Berlin,Backend Developer,9,Senior,Java,71000,English,101-1000,Startup
34,Female,Munich,Business Analyst,9,Senior,Python,71000,English,51-100,Startup
34,Male,Hamburg,Data Scientist,9,Senior,Kotlin,71000,English,101-1000,Consulting
31,Male,Berlin,Fullstack Developer,9,Senior,Javascript / Typescript,71000,English,51-100,Product
30,Male,Munich,QA,9,Senior,Java,71000,English,1000+,Product
39,Male,Berlin,Backend Developer,9,Middle,Java,71000,English,101-1000,Consulting
30,Male,Munich,ML Engineer,9,Lead,Python,70800,Deutsch,101-1000,Startup
30,Male,Berlin,Manager,9,Senior,.NET,70800,English,1000+,Product
32,Male,Berlin,Data Scientist,9,Lead,Python,70500,English,1000+,Product
33,Male,Amsterdam,Backend Developer,9,Middle,Java,70500,English,1000+,Product
30,Male,Amsterdam,Backend Developer,9,Senior,Java,70200,English,101-1000,Product
30,Male,Berlin,Data Scientist,9,Senior,Python,70000,English,1000+,Product
29,Male,Amsterdam,Backend Developer,9,Senior,.NET,70000,English,1000+,Product
31,Male,Munich,ML Engineer,9,Lead,Python,70000,Deutsch,101-1000,Startup
30,Male,Munich,Backend Developer,9,Senior,Java,70000,Deutsch,101-1000,Consulting
30,Male,Berlin,Fullstack Developer,9,Senior,AWS,70000,English,1000+,Product
30,Male,Frankfurt,Fullstack Developer,9,Senior,Python,70000,Deutsch,101-1000,Product
30,Male,Munich,Fullstack Developer,9,Senior,Java,70000,Deutsch,101-1000,Consulting
29,Male,Amsterdam,Backend Developer,9,Middle,AWS,70000,English,101-1000,Product
30,Male,Minsk,QA,9,Senior,Ruby,70000,Russian,101-1000,Product
32,Male,Munich,Business Analyst,9,Senior,Java,70000,English,101-1000,Product
35,Male,Nuremberg,Fullstack Developer,9,Middle,.NET,70000,Deutsch,51-100,Consulting
42,Male,Munich,Manager,9,Senior,Not Relevant,70000,English,1000+,Product
29,Male,Berlin,Backend Developer,8,Senior,PHP,70000,English,101-1000,Product
27,Male,Berlin,Backend Developer,8,Senior,PHP,70000,English,1000+,Product
39,Male,Berlin,Software Engineer,8,Senior,Java,70000,English,51-100,Startup
27,Male,Berlin,Software Engineer,8,Middle,Javascript / Typescript,70000,English,101-1000,Product
30,Male,Berlin,Software Engineer,8,Senior,Javascript / Typescript,70000,English,101-1000,Product
32,Male,Berlin,Backend Developer,8,Senior,PHP,70000,English,Nov-50,Product
26,Male,Berlin,Software Engineer,8,Lead,Go,70000,English,1000+,Product
28,Male,Berlin,Software Engineer,8,Lead,PHP,70000,English,101-1000,Product
30,Male,Berlin,Backend Developer,8,Senior,Scala,70000,English,1000+,Product
29,Male,Berlin,Backend Developer,8,Senior,Scala,70000,English,101-1000,Startup
30,Female,Berlin,Software Engineer,8,Senior,Scala,70000,English,101-1000,Product
28,Male,Cologne,BI Consultant,8,Senior,SQL,70000,English,up to 10,Consulting
31,Male,Berlin,Frontend Developer,8,Senior,Javascript / Typescript,70000,English,101-1000,Startup
37,Male,Berlin,Software Engineer,8,Junior,Java,70000,English,51-100,Product
29,Male,Berlin,Software Engineer,8,Middle,PHP,70000,English,Nov-50,Startup
30,Male,Munich,Mobile Developer,8,Senior,Kotlin,70000,English,1000+,Product
29,Male,Berlin,Software Engineer,8,Senior,Go,70000,English,1000+,Product
29,Male,Berlin,Mobile Developer,8,Senior,Kotlin,70000,English,101-1000,Product
28,Male,Stuttgart,Software Engineer,8,Senior,C++,70000,English,1000+,Outsorce
29,Male,Munich,Backend Developer,8,Senior,Java,70000,English,1000+,Product
35,Male,Berlin,Software Engineer,8,Senior,Elixir,70000,English,101-1000,Startup
32,Male,Nürnberg,Testautomation,8,Senior,Java,70000,German,101-1000,Consulting
29,Male,Berlin,Backend Developer,8,Middle,Go,70000,English,101-1000,Product
29,Male,Munich,Mobile Developer,8,Senior,Java,70000,English,Nov-50,Consulting
29,Male,Munich,SW Architect,8,Senior,C++,70000,English,1000+,Product
28,Female,Berlin,Software Engineer,8,Lead,Javascript / Typescript,70000,English,101-1000,Product
30,Male,Karlsruhe,Backend Developer,8,Lead,Python,70000,English,up to 10,Product
27,Male,Berlin,Frontend Developer,8,Middle,Angular,70000,English,51-100,Product
30,Male,Munich,Mobile Developer,8,Lead,Swift,70000,English,Nov-50,Startup
28,Male,Würzburg,Software Engineer,8,Senior,Java,70000,English,101-1000,Product
37,Male,Berlin,Software Engineer,8,Senior,Python,70000,English,101-1000,Product
30,Male,Kiev,Backend Developer,8,Middle,Web developer,70000,Русский,51-100,Product
26,Male,London,Frontend Developer,8,Senior,Javascript / Typescript,70000,English,1000+,Startup
29,Male,Berlin,Frontend Developer,8,Senior,Javascript / Typescript,70000,English,1000+,Product
40,Female,Berlin,Fullstack Developer,8,Senior,C#,70000,German,51-100,Product
29,Male,Munich,Software Engineer,8,Middle,PHP,70000,English,1000+,Product
31,Male,Berlin,Frontend Developer,8,Senior,Javascript / Typescript,70000,English,Nov-50,Product
31,Male,Munich,Frontend Developer,8,Senior,Javascript / Typescript,70000,English,1000+,Product
31,Male,Berlin,Software Engineer,8,Senior,Java,70000,English,1000+,Product
33,Male,Berlin,DevOps,8,Senior,AWS,70000,English,1000+,service
31,Male,Paris,Mobile Developer,8,Senior,Swift,70000,English,101-1000,Product
29,Male,Berlin,Frontend Developer,8,Head,Javascript / Typescript,70000,English,1000+,Product
30,Male,Berlin,Software Engineer,8,Senior,Javascript / Typescript,70000,English,51-100,Product
28,Female,Munich,QA Engineer,8,Senior,Kotlin,70000,English,101-1000,Product
35,Male,Berlin,Software Engineer,8,Senior,Go,70000,English,1000+,Product
32,Female,Munich,QA Engineer,8,Senior,Java,70000,English,101-1000,Consulting
31,Female,Ulm,QA Engineer,8,Middle,Java,70000,English,101-1000,Product
30,Male,Stuttgart,Software Engineer,8,Middle,C++,70000,English,101-1000,Product
32,Male,Munich,Frontend Developer,8,Senior,react,70000,English,1000+,Product
25,Male,Berlin,Mobile Developer,8,Senior,Clojure,70000,English,51-100,Startup
30,Male,Berlin,Backend Developer,8,Middle,Python,70000,English,1000+,Product
28,Male,Berlin,Backend Developer,8,Lead,Ruby,70000,English,51-100,Startup
33,Male,Amsterdam,Backend Developer,8,Senior,C#,70000,English,Nov-50,Product
32,Male,Prague,Software Engineer,8,Senior,C++,70000,Czech,1000+,Product
33,Male,Berlin,Mobile Developer,8,Senior,swift,70000,English,1000+,Product
30,Male,Berlin,Mobile Developer,8,Senior,Swift,70000,English,up to 10,Consulting
31,Male,Berlin,Software Engineer,8,Senior,Javascript / Typescript,70000,English,1000+,Product
30,Male,Berlin,QA Engineer,8,Senior,Python,70000,English,51-100,Startup
33,Female,Berlin,Data Scientist,8,Senior,Python,70000,English,1000+,Product
39,Male,Munich,Software Engineer,8,Senior,Python,70000,English,1000+,Product
33,Male,Frankfurt,Software Engineer,8,Senior,C#,70000,English,Nov-50,Product
28,Male,London,Software Engineer,8,Senior,.NET,70000,English,101-1000,Product
38,Male,Berlin,Backend Developer,8,Senior,Perl,70000,German,1000+,Product
36,Male,Dortmund,Software Engineer,8,Senior,kotlin,70000,English,1000+,Product
30,Female,Munich,Software Engineer,8,Senior,Java,70000,German,1000+,Consulting
30,Female,Cologne,Data Scientist,8,Senior,Python,70000,both,1000+,Utilities
29,Male,Berlin,Frontend Developer,8,Senior,,70000,English,101-1000,Product
37,Female,Berlin,Data Scientist,8,Middle,Python,70000,English,1000+,Startup
28,Male,Frankfurt,XR Developer,8,Lead,C#,70000,English,Nov-50,Startup
32,Male,Munich,Software Engineer,8,Senior,C++,70000,English,101-1000,Consulting
30,Female,Berlin,QA Engineer,8,Senior,Javascript / Typescript,70000,English,101-1000,Product
34,Male,Hamburg,DevOps,8,Senior,Embedded,70000,English,101-1000,Product
28,Male,Munich,Software Engineer,8,Senior,PHP,70000,English,51-100,Product
32,Male,Berlin,Mobile Developer,8,Senior,Swift,70000,English,1000+,Product
26,Female,Berlin,Mobile Developer,8,Middle,C++,70000,German,101-1000,Product
33,Male,Berlin,Backend Developer,8,Lead,NodeJS,70000,English,101-1000,Product
30,Male,Munich,Software Engineer,8,Senior,PHP,70000,English,51-100,Product
27,Male,Munich,Software Engineer,8,Senior,C++,70000,English,Nov-50,Product
32,Female,Munich,QA Engineer,8,Senior,Java,70000,German,Nov-50,Product
30,Male,Berlin,Mobile Developer,8,Lead,Swift,70000,English,101-1000,Product
31,Male,Berlin,Backend Developer,8,Senior,Go,70000,English,101-1000,Product
31,Male,Berlin,Backend Developer,8,Senior,PHP,70000,English,101-1000,Product
30,Male,Munich,Data Scientist,8,Lead,Python,70000,English,Nov-50,Startup
28,Male,Munich,Mobile Developer,8,Senior,Swift,70000,English,Nov-50,Startup
30,Male,Munich,Mobile Developer,8,Senior,Swift,70000,English,1000+,Product
33,Male,Berlin,QA,8,Senior,Java,70000,English,101-1000,Startup
43,Male,Berlin,QA,8,Senior,Not Relevant,70000,English,Nov-50,Startup
33,Male,Berlin,QA,8,Senior,Javascript / Typescript,70000,English,1000+,Product
30,Male,Berlin,Data Engineer,8,Senior,Python,70000,English,101-1000,Product
32,Female,Nuremberg,QA,8,Senior,Java,70000,English,101-1000,Product
32,Male,Munich,Backend Developer,8,Middle,Java,70000,English,1000+,Product
33,Male,Munich,Fullstack Developer,8,Senior,.NET,70000,English,101-1000,Product
29,Male,Munich,Fullstack Developer,8,Middle,Java,70000,English,1000+,Product
54,Male,Ingolstadt,Data Scientist,8,Senior,R,70000,Deutsch,1000+,Product
31,Male,Munich,Mobile Developer,8,Senior,Swift,70000,English,51-100,Startup
31,Male,Munich,Fullstack Developer,8,Senior,Java,70000,English,Nov-50,Product
29,Female,Munich,Mobile Developer,8,Middle,Swift,70000,English,1000+,Product
29,Male,Berlin,Backend Developer,8,Senior,Java,70000,English,1000+,Product
30,Male,Berlin,Backend Developer,8,Senior,Java,70000,English,101-1000,Product
30,Male,Berlin,Software Architect,8,Lead,Python,70000,English,101-1000,Product
28,Male,Berlin,Backend Developer,8,Middle,Java,70000,English,1000+,Product
30,Male,Berlin,Backend Developer,8,Senior,Scala,70000,English,101-1000,Product
29,Male,Kyiv,DevOps,8,Senior,AWS,70000,Russian,51-100,Product
32,Female,Munich,Backend Developer,8,Senior,Java,70000,English,1000+,Product
29,Male,Munich,Frontend Developer,8,Middle,Javascript / Typescript,70000,English,101-1000,Product
32,Male,Munich,Software Architect,8,Senior,Java,70000,Deutsch,Nov-50,Product
30,Male,Berlin,Data Scientist,8,Senior,Python,70000,English,51-100,Startup
31,Female,Munich,Mobile Developer,8,Senior,Swift,70000,English,101-1000,Startup
34,Male,Berlin,QA,8,Senior,Java,70000,English,101-1000,Product
31,Male,Munich,SAP Consultant,8,Senior,Not Relevant,70000,English,1000+,Product
33,Male,Berlin,Backend Developer,8,Senior,Python,70000,English,101-1000,Product
34,Male,Cologne,Data Scientist,8,Middle,R,70000,English,1000+,Product
30,Male,Berlin,Data Scientist,8,Senior,Python,70000,English,101-1000,Product
30,Male,Kyiv,DevOps,8,Senior,Azure,69300,English,1000+,Outsourcing
33,Female,Berlin,Researcher,8,Junior,Python,69200,English,1000+,Product
29,Male,Berlin,DevOps,8,Senior,Kubernetes,69000,English,101-1000,Product
31,Male,Munich,QA,8,Senior,Java,69000,English,101-1000,Product
30,Male,Berlin,Data Scientist,8,Middle,Python,69000,English,101-1000,Product
